,RANK,FREQUENCY,WORD,PART OF SPEECH
0,5,2186369,a,det
1,2107,4249,abandon,v
2,5204,1110,abbey,n
3,966,10468,ability,n
4,321,30454,able,a
5,6277,809,abnormal,a
6,3862,1744,abolish,v
7,5085,1154,abolition,n
8,4341,1471,abortion,n
9,179,52561,about,adv
10,69,144554,about,prep
11,3341,2139,above,a
12,942,10719,above,adv
13,786,12889,above,prep
14,2236,3941,abroad,adv
15,5106,1146,abruptly,adv
16,1602,5949,absence,n
17,4266,1504,absent,a
18,2435,3489,absolute,a
19,1651,5782,absolutely,adv
20,2907,2684,absorb,v
21,5769,932,absorption,n
22,4083,1605,abstract,a
23,5655,966,absurd,a
24,2461,3428,abuse,n
25,4570,1364,abuse,v
26,1974,4594,academic,a
27,5342,1059,academic,n
28,5453,1025,academy,n
29,5188,1114,accelerate,v
30,3707,1842,accent,n
31,507,20373,accept,v
32,2351,3647,acceptable,a
33,2895,2702,acceptance,n
34,997,10099,access,n
35,4516,1389,access,v
36,4024,1637,accessible,a
37,1207,8374,accident,n
38,3418,2065,accommodate,v
39,2085,4305,accommodation,n
40,1892,4885,accompany,v
41,5648,968,accomplish,v
42,5723,947,accord,n
43,5613,976,accord,v
44,3443,2042,accordance,n
45,646,15722,according,prep
46,3214,2288,accordingly,adv
47,536,19260,account,n
48,1562,6130,account,v
49,5011,1184,accountability,n
50,3289,2199,accountant,n
51,4018,1640,accounting,a
52,5279,1084,accumulate,v
53,5570,987,accumulation,n
54,3934,1692,accuracy,n
55,2743,2928,accurate,a
56,4436,1423,accurately,adv
57,5088,1153,accusation,n
58,2190,4047,accuse,v
59,4521,1387,accused,a
60,611,16628,achieve,v
61,1980,4586,achievement,n
62,1613,5897,acid,n
63,2139,4151,acknowledge,v
64,5809,920,acquaintance,n
65,1512,6354,acquire,v
66,2546,3245,acquisition,n
67,3327,2150,acre,n
68,2457,3439,across,adv
69,474,21763,across,prep
70,455,22657,act,n
71,654,15620,act,v
72,371,26894,action,n
73,4708,1293,activate,v
74,1332,7290,active,a
75,4294,1493,actively,adv
76,4736,1285,activist,n
77,440,23105,activity,n
78,2413,3540,actor,n
79,5376,1051,actress,n
80,1414,6849,actual,a
81,385,25990,actually,adv
82,3205,2294,acute,a
83,2906,2687,adapt,v
84,5153,1132,adaptation,n
85,363,27367,add,v
86,4624,1334,added,a
87,949,10664,addition,n
88,1319,7364,additional,a
89,1566,6112,address,n
90,1625,5872,address,v
91,2397,3571,adequate,a
92,5097,1149,adequately,adv
93,4047,1624,adjacent,a
94,5496,1012,adjective,n
95,2898,2697,adjust,v
96,3370,2114,adjustment,n
97,3769,1795,administer,v
98,1409,6865,administration,n
99,2407,3548,administrative,a
100,4314,1483,administrator,n
101,5654,966,admiration,n
102,3312,2168,admire,v
103,2861,2742,admission,n
104,925,10905,admit,v
105,1186,8549,adopt,v
106,4191,1544,adoption,n
107,4182,1547,adult,a
108,1411,6855,adult,n
109,1840,5055,advance,n
110,2683,3032,advance,v
111,2583,3183,advanced,a
112,981,10285,advantage,n
113,3491,1993,adventure,n
114,5010,1184,adverse,a
115,3386,2099,advertise,v
116,3344,2136,advertisement,n
117,2392,3582,advertising,n
118,971,10437,advice,n
119,1839,5055,advise,v
120,2580,3191,adviser,n
121,4277,1500,advisory,a
122,5848,911,advocate,n
123,4029,1636,advocate,v
124,5444,1027,aesthetic,a
125,954,10561,affair,n
126,789,12867,affect,v
127,4092,1601,affection,n
128,6101,847,affinity,n
129,1769,5346,afford,v
130,1596,5967,afraid,a
131,312,30855,after,conj
132,111,85939,after,prep
133,1128,8934,afternoon,n
134,1991,4544,afterwards,adv
135,160,59829,again,adv
136,169,56208,against,prep
137,399,25340,age,n
138,4142,1565,age,v
139,2641,3096,aged,prep
140,1054,9579,agency,n
141,3069,2427,agenda,n
142,1233,8100,agent,n
143,5294,1078,aggregate,a
144,4845,1243,aggression,n
145,3581,1925,aggressive,a
146,522,19808,ago,adv
147,5475,1017,agony,n
148,428,23497,agree,v
149,5218,1106,agreed,a
150,651,15627,agreement,n
151,2593,3162,agricultural,a
152,2265,3858,agriculture,n
153,1145,8809,ahead,adv
154,1249,7903,aid,n
155,3398,2086,aid,v
156,3042,2463,aids,n
157,1306,7460,aim,n
158,1281,7638,aim,v
159,544,19046,air,n
160,1548,6200,aircraft,n
161,3500,1982,airline,n
162,2855,2756,airport,n
163,3169,2322,alarm,n
164,4914,1222,alarm,v
165,4477,1406,albeit,conj
166,2957,2581,album,n
167,2662,3066,alcohol,n
168,6273,810,alert,a
169,5170,1125,alert,v
170,6003,868,alien,a
171,4773,1270,alike,adv
172,2103,4254,alive,a
173,171,55704,all,adv
174,43,230737,all,det
175,3360,2124,allegation,n
176,3731,1820,allege,v
177,3887,1728,alleged,a
178,5398,1041,allegedly,adv
179,2422,3518,alliance,n
180,5630,972,allied,a
181,3060,2445,allocate,v
182,3193,2305,allocation,n
183,279,33687,allow,v
184,2472,3411,allowance,n
185,3105,2381,ally,n
186,300,31588,almost,adv
187,1365,7088,alone,a
188,1528,6262,alone,adv
189,1235,8081,along,adv
190,627,16233,along,prep
191,2883,2720,alongside,prep
192,5533,999,aloud,adv
193,275,34292,already,adv
194,2386,3592,alright,a
195,1926,4777,alright,adv
196,81,124884,also,adv
197,5643,969,altar,n
198,2183,4061,alter,v
199,4226,1527,alteration,n
200,1828,5098,alternative,a
201,1797,5228,alternative,n
202,3894,1723,alternatively,adv
203,215,43635,although,conj
204,2558,3218,altogether,adv
205,5546,995,aluminium,n
206,201,46228,always,adv
207,5452,1025,amateur,a
208,5879,900,amateur,n
209,3658,1873,amazing,a
210,4788,1264,ambassador,n
211,5345,1058,ambiguity,n
212,6146,837,ambiguous,a
213,3177,2319,ambition,n
214,4228,1526,ambitious,a
215,3936,1690,ambulance,n
216,4525,1386,amend,v
217,2960,2574,amendment,n
218,5243,1096,amid,prep
219,450,22864,among,prep
220,1989,4552,amongst,prep
221,629,16138,amount,n
222,2358,3633,amount,v
223,5960,878,amp,n
224,6211,822,ample,a
225,5255,1093,amuse,v
226,5443,1027,amusement,n
227,33,343063,an,det
228,5238,1098,analogy,n
229,2166,4106,analyse,v
230,732,14149,analysis,n
231,4109,1586,analyst,n
232,4821,1249,ancestor,n
233,1860,4981,ancient,a
234,4,2687863,and,conj
235,3616,1897,angel,n
236,2530,3291,anger,n
237,5902,892,anger,v
238,2352,3644,angle,n
239,5254,1093,angrily,adv
240,2095,4282,angry,a
241,671,15250,animal,n
242,4573,1363,ankle,n
243,3332,2144,anniversary,n
244,815,12582,announce,v
245,2852,2758,announcement,n
246,5186,1116,annoy,v
247,1265,7785,annual,a
248,5258,1092,annually,adv
249,5194,1112,anonymous,a
250,159,60182,another,det
251,810,12596,answer,n
252,989,10140,answer,v
253,5539,998,ant,n
254,4221,1528,antibody,n
255,3184,2316,anticipate,v
256,6155,835,anticipation,n
257,2616,3129,anxiety,n
258,2645,3088,anxious,a
259,83,123655,any,det
260,1872,4952,anybody,pron
261,686,14956,anyone,pron
262,347,28321,anything,pron
263,837,12232,anyway,adv
264,2167,4105,anywhere,adv
265,1004,10040,apart,adv
266,3612,1901,apartment,n
267,5353,1057,apologise,v
268,4984,1195,apology,n
269,5442,1027,appalling,a
270,5236,1099,apparatus,n
271,1782,5306,apparent,a
272,1272,7696,apparently,adv
273,1006,10020,appeal,n
274,1930,4764,appeal,v
275,319,30595,appear,v
276,1462,6606,appearance,n
277,3643,1884,appendix,n
278,5363,1055,appetite,n
279,2704,2996,apple,n
280,4443,1419,applicable,a
281,3305,2179,applicant,n
282,623,16281,application,n
283,5081,1155,applied,a
284,547,18982,apply,v
285,1500,6407,appoint,v
286,4080,1606,appointed,a
287,1610,5911,appointment,n
288,5257,1092,appraisal,n
289,2082,4312,appreciate,v
290,4640,1329,appreciation,n
291,621,16331,approach,n
292,1310,7432,approach,v
293,917,11010,appropriate,a
294,5905,891,appropriately,adv
295,2187,4050,approval,n
296,1780,5312,approve,v
297,5847,911,approved,a
298,2798,2837,approximately,adv
299,5843,912,aquarium,n
300,5262,1091,arbitrary,a
301,6125,842,arc,n
302,4825,1248,arch,n
303,6187,826,archaeological,a
304,5206,1109,archbishop,n
305,2961,2572,architect,n
306,5929,885,architectural,a
307,2688,3018,architecture,n
308,5172,1124,archive,n
309,162,58449,area,n
310,5704,952,arena,n
311,728,14196,argue,v
312,843,12125,argument,n
313,1139,8860,arise,v
314,513,20089,arm,n
315,4214,1533,arm,v
316,5924,886,armchair,n
317,2505,3344,armed,a
318,826,12379,army,n
319,439,23106,around,adv
320,461,22180,around,prep
321,4675,1308,arouse,v
322,1379,7021,arrange,v
323,1113,9054,arrangement,n
324,4803,1258,array,n
325,3391,2095,arrest,n
326,2185,4059,arrest,v
327,2278,3815,arrival,n
328,735,14093,arrive,v
329,4058,1621,arrow,n
330,509,20168,art,n
331,1037,9710,article,n
332,6218,821,articulate,v
333,3611,1901,artificial,a
334,1232,8105,artist,n
335,4170,1553,artistic,a
336,98,101583,as,adv
337,31,364164,as,conj
338,48,201968,as,prep
339,6124,842,ascertain,v
340,5375,1051,ash,n
341,5233,1100,ashamed,a
342,2375,3607,aside,adv
343,154,60879,ask,v
344,3041,2463,asleep,a
345,871,11643,aspect,n
346,4777,1269,aspiration,n
347,3094,2395,assault,n
348,5814,919,assault,v
349,4057,1621,assemble,v
350,1630,5847,assembly,n
351,3477,2012,assert,v
352,5180,1119,assertion,n
353,1570,6088,assess,v
354,1290,7602,assessment,n
355,1663,5721,asset,n
356,3802,1778,assign,v
357,3919,1707,assignment,n
358,2202,4021,assist,v
359,2064,4344,assistance,n
360,3860,1745,assistant,a
361,2921,2655,assistant,n
362,5383,1047,associate,n
363,1156,8743,associate,v
364,4391,1447,associated,a
365,757,13471,association,n
366,912,11044,assume,v
367,1705,5554,assumption,n
368,3384,2100,assurance,n
369,2625,3116,assure,v
370,6096,848,astonishing,a
371,5620,974,asylum,n
372,19,534162,at,prep
373,6264,812,athlete,n
374,1889,4902,atmosphere,n
375,4331,1473,atom,n
376,5217,1106,atomic,a
377,1915,4821,attach,v
378,5677,959,attachment,n
379,1012,9963,attack,n
380,1464,6586,attack,v
381,5813,919,attacker,n
382,5016,1182,attain,v
383,5717,948,attainment,n
384,857,11877,attempt,n
385,1022,9873,attempt,v
386,6090,849,attempted,a
387,1148,8801,attend,v
388,3633,1889,attendance,n
389,740,13968,attention,n
390,938,10758,attitude,n
391,1498,6410,attract,v
392,3124,2366,attraction,n
393,1814,5152,attractive,a
394,4798,1260,attribute,n
395,3187,2311,attribute,v
396,4352,1466,auction,n
397,1480,6500,audience,n
398,3343,2136,audit,n
399,3955,1679,auditor,n
400,4211,1536,aunt,n
401,1413,6852,author,n
402,5647,968,authorise,v
403,303,31231,authority,n
404,3242,2245,automatic,a
405,2832,2787,automatically,adv
406,5305,1073,autonomous,a
407,3783,1788,autonomy,n
408,2250,3917,autumn,n
409,3602,1912,availability,n
410,367,27184,available,a
411,5736,943,avenue,n
412,1607,5922,average,a
413,2168,4104,average,n
414,5794,925,aviation,n
415,866,11750,avoid,v
416,3536,1958,await,v
417,5404,1040,awake,a
418,6193,825,awake,v
419,764,13274,award,n
420,1458,6625,award,v
421,936,10764,aware,a
422,2424,3516,awareness,n
423,188,50294,away,adv
424,2731,2960,awful,a
425,4301,1489,awkward,a
426,5469,1019,axis,n
427,1811,5166,aye,interjection
428,883,11503,baby,n
429,3160,2335,back,a
430,118,75494,back,adv
431,415,24095,back,n
432,2048,4391,back,v
433,1398,6923,background,n
434,3636,1887,backing,n
435,3757,1802,backwards,adv
436,5411,1037,bacon,n
437,4786,1265,bacteria,n
438,393,25608,bad,a
439,2072,4329,badly,adv
440,1389,6955,bag,n
441,6268,811,bail,n
442,5773,930,bake,v
443,1179,8601,balance,n
444,3132,2361,balance,v
445,5884,898,balanced,a
446,5165,1127,balcony,n
447,1170,8636,ball,n
448,4614,1340,ballet,n
449,5436,1030,balloon,n
450,5362,1055,ballot,n
451,3037,2468,ban,n
452,2791,2851,ban,v
453,5797,924,banana,n
454,1117,9003,band,n
455,5597,980,bang,n
456,4976,1197,bang,v
457,491,20946,bank,n
458,4602,1348,banker,n
459,3950,1681,banking,n
460,5321,1066,bankruptcy,n
461,6051,857,banner,n
462,1011,9969,bar,n
463,4947,1210,bar,v
464,3211,2291,bare,a
465,3206,2293,barely,adv
466,4886,1229,bargain,n
467,5898,893,bargain,v
468,4356,1465,barn,n
469,4464,1411,barrel,n
470,2691,3011,barrier,n
471,1070,9410,base,n
472,556,18742,base,v
473,6077,852,basement,n
474,928,10860,basic,a
475,2624,3116,basically,adv
476,4661,1314,basin,n
477,715,14420,basis,n
478,3983,1658,basket,n
479,5416,1036,bass,n
480,3709,1841,bastard,n
481,4820,1249,bat,n
482,5609,977,batch,n
483,2439,3484,bath,n
484,2828,2792,bathroom,n
485,3433,2050,battery,n
486,1372,7063,battle,n
487,5583,983,battle,v
488,3387,2097,bay,n
489,2,4239632,be,v
490,2154,4125,beach,n
491,4205,1540,beam,n
492,3824,1767,bean,n
493,3788,1786,bear,n
494,592,17461,bear,v
495,5596,980,beard,n
496,4351,1466,bearing,n
497,4877,1232,beast,n
498,4430,1425,beat,n
499,1231,8106,beat,v
500,1162,8670,beautiful,a
501,4849,1241,beautifully,adv
502,2027,4445,beauty,n
503,96,103003,because,conj
504,130,67219,become,v
505,578,17947,bed,n
506,1626,5865,bedroom,n
507,4859,1237,bee,n
508,4243,1516,beef,n
509,2307,3762,beer,n
510,1522,6285,before,adv
511,314,30731,before,conj
512,185,51259,before,prep
513,3642,1885,beg,v
514,214,43740,begin,v
515,1240,8018,beginning,n
516,2206,4012,behalf,n
517,2650,3082,behave,v
518,793,12853,behaviour,n
519,2823,2795,behind,adv
520,498,20694,behind,prep
521,2324,3732,being,n
522,1302,7509,belief,n
523,273,34603,believe,v
524,2851,2758,bell,n
525,5676,959,belly,n
526,1664,5716,belong,v
527,1182,8587,below,adv
528,1656,5748,below,prep
529,3163,2328,belt,n
530,3173,2320,bench,n
531,5946,881,bend,n
532,2454,3453,bend,v
533,1883,4917,beneath,prep
534,4544,1375,beneficial,a
535,5973,876,beneficiary,n
536,670,15251,benefit,n
537,2101,4262,benefit,v
538,1649,5785,beside,prep
539,3830,1765,besides,adv
540,6095,848,besides,prep
541,1027,9790,best,adv
542,5710,950,bet,n
543,3209,2292,bet,v
544,4670,1310,betray,v
545,652,15626,better,adv
546,105,91141,between,prep
547,5333,1062,beyond,adv
548,945,10705,beyond,prep
549,4548,1372,bias,n
550,3408,2075,bible,n
551,5144,1134,bicycle,n
552,2521,3316,bid,n
553,3843,1756,bid,v
554,282,33300,big,a
555,3266,2224,bike,n
556,4892,1228,bile,n
557,993,10125,bill,n
558,5403,1040,bin,n
559,1472,6517,bind,v
560,4832,1246,binding,a
561,5567,988,biography,n
562,3523,1965,biological,a
563,5440,1029,biology,n
564,1115,9021,bird,n
565,1615,5889,birth,n
566,2500,3352,birthday,n
567,4172,1552,biscuit,n
568,2366,3620,bishop,n
569,315,30675,bit,n
570,5510,1006,bitch,n
571,5920,887,bite,n
572,2765,2885,bite,v
573,3103,2384,bitter,a
574,5240,1097,bitterly,adv
575,5369,1054,bizarre,a
576,502,20609,black,a
577,3189,2310,black,n
578,4400,1442,blade,n
579,6076,852,blame,n
580,2108,4248,blame,v
581,4279,1499,blank,a
582,4184,1545,blanket,n
583,5616,975,blast,n
584,6009,866,blast,v
585,5825,916,bleak,a
586,5889,896,bleed,v
587,4891,1228,bless,v
588,5754,938,blessing,n
589,2912,2674,blind,a
590,5888,896,blink,v
591,1669,5705,block,n
592,2904,2688,block,v
593,4095,1597,bloke,n
594,5842,912,blonde,a
595,986,10176,blood,n
596,1791,5261,bloody,a
597,3470,2016,bloody,adv
598,3118,2372,blow,n
599,1856,5013,blow,v
600,1109,9089,blue,a
601,3053,2455,blue,n
602,581,17878,board,n
603,6086,850,board,v
604,5026,1179,boast,v
605,1317,7373,boat,n
606,6240,817,bodily,a
607,294,32231,body,n
608,5101,1148,boil,v
609,5959,878,boiler,n
610,4419,1430,bold,a
611,4748,1281,bolt,n
612,2333,3703,bomb,n
613,4960,1202,bomb,v
614,5524,1003,bomber,n
615,2313,3753,bond,n
616,1955,4665,bone,n
617,4569,1364,bonus,n
618,252,37675,book,n
619,3623,1894,book,v
620,4510,1391,booking,n
621,4946,1210,booklet,n
622,4297,1491,boom,n
623,5603,978,boost,n
624,3873,1739,boost,v
625,2240,3930,boot,n
626,1853,5028,border,n
627,5402,1040,bored,a
628,4217,1531,boring,a
629,3246,2243,borough,n
630,2499,3353,borrow,v
631,2320,3739,boss,n
632,358,27644,both,adv
633,227,41162,both,det
634,2188,4048,bother,v
635,1624,5872,bottle,n
636,3198,2301,bottom,a
637,1742,5441,bottom,n
638,5608,977,bounce,v
639,2036,4416,boundary,n
640,5782,929,bourgeois,a
641,4585,1357,bow,n
642,4578,1359,bow,v
643,4404,1441,bowel,n
644,2935,2631,bowl,n
645,5466,1020,bowl,v
646,5541,997,bowler,n
647,900,11292,box,n
648,5872,902,boxing,n
649,486,21205,boy,n
650,4735,1285,boyfriend,n
651,5474,1017,bracket,n
652,1698,5586,brain,n
653,5619,974,brake,n
654,1196,8456,branch,n
655,3733,1819,brand,n
656,5675,959,brandy,n
657,4416,1433,brass,n
658,3838,1760,brave,a
659,2474,3407,breach,n
660,2294,3780,bread,n
661,2099,4271,break,n
662,532,19512,break,v
663,4104,1591,breakdown,n
664,2080,4314,breakfast,n
665,2926,2648,breast,n
666,1768,5347,breath,n
667,2492,3372,breathe,v
668,3859,1745,breed,n
669,3513,1974,breed,v
670,4488,1403,breeding,n
671,4376,1455,breeze,n
672,5495,1012,brewery,n
673,2911,2675,brick,n
674,5201,1111,bride,n
675,1761,5367,bridge,n
676,1861,4977,brief,a
677,2531,3280,briefly,adv
678,4839,1245,brigade,n
679,1552,6190,bright,a
680,2432,3498,brilliant,a
681,211,43894,bring,v
682,1488,6447,broad,a
683,5726,946,broadcast,n
684,5185,1116,broadcast,v
685,4091,1602,broadly,adv
686,5037,1176,brochure,n
687,3027,2479,broken,a
688,5232,1100,broker,n
689,4951,1209,bronze,n
690,864,11757,brother,n
691,4986,1194,brow,n
692,2088,4300,brown,a
693,3941,1686,brush,n
694,3369,2115,brush,v
695,6120,843,bubble,n
696,4490,1401,bucket,n
697,1078,9311,budget,n
698,418,23931,build,v
699,3768,1795,builder,n
700,496,20770,building,n
701,5435,1030,bulb,n
702,3424,2056,bulk,n
703,4807,1257,bull,n
704,4894,1227,bullet,n
705,6036,861,bulletin,n
706,6239,817,bump,v
707,4610,1344,bunch,n
708,5945,881,bundle,n
709,2710,2988,burden,n
710,4028,1636,bureau,n
711,4256,1509,bureaucracy,n
712,5789,927,bureaucratic,a
713,5373,1052,burial,n
714,5868,904,burn,n
715,1829,5091,burn,v
716,4813,1252,burning,a
717,5761,936,burst,n
718,3030,2476,burst,v
719,2713,2987,bury,v
720,1428,6761,bus,n
721,3567,1933,bush,n
722,244,38204,business,n
723,3621,1895,businessman,n
724,1801,5221,busy,a
725,23,459622,but,conj
726,3439,2044,butter,n
727,5132,1136,butterfly,n
728,3012,2503,button,n
729,394,25582,buy,v
730,2092,4285,buyer,n
731,2760,2898,by,adv
732,20,517171,by,prep
733,4042,1626,bye,interjection
734,4290,1494,cab,n
735,4792,1262,cabin,n
736,1404,6900,cabinet,n
737,3353,2129,cable,n
738,3846,1755,cafe,n
739,5231,1100,cage,n
740,2299,3773,cake,n
741,4921,1220,calcium,n
742,2246,3922,calculate,v
743,3227,2271,calculation,n
744,4660,1314,calendar,n
745,5382,1047,calf,n
746,1096,9182,call,n
747,175,53396,call,v
748,4452,1416,calm,a
749,5667,962,calm,n
750,4723,1288,calm,v
751,5291,1079,calorie,n
752,2296,3775,camera,n
753,2230,3957,camp,n
754,969,10441,campaign,n
755,4492,1400,campaign,v
756,37,266116,can,modal
757,4005,1647,can,n
758,5760,936,can,v
759,3681,1858,canal,n
760,3284,2205,cancel,v
761,2075,4323,cancer,n
762,1286,7618,candidate,n
763,4106,1589,candle,n
764,5125,1139,canvas,n
765,3110,2379,cap,n
766,3794,1783,capability,n
767,1876,4943,capable,a
768,1525,6272,capacity,n
769,3573,1930,capital,a
770,839,12188,capital,n
771,3595,1916,capitalism,n
772,3546,1946,capitalist,n
773,2317,3744,captain,n
774,2771,2881,capture,v
775,263,35295,car,n
776,2588,3170,car,v
777,4747,1281,caravan,n
778,3035,2470,carbon,n
779,1048,9632,card,n
780,557,18717,care,n
781,1519,6298,care,v
782,1065,9441,career,n
783,1803,5218,careful,a
784,1350,7180,carefully,adv
785,3910,1713,carer,n
786,5586,982,cargo,n
787,2635,3104,carpet,n
788,3084,2410,carriage,n
789,3638,1886,carrier,n
790,6035,861,carrot,n
791,302,31258,carry,v
792,5329,1064,cart,n
793,4781,1268,carve,v
794,140,63577,case,n
795,1216,8283,cash,n
796,5377,1050,cassette,n
797,5642,969,cast,n
798,2258,3882,cast,v
799,2526,3305,castle,n
800,3819,1769,casual,a
801,3945,1684,casualty,n
802,1758,5377,cat,n
803,2705,2994,catalogue,n
804,5332,1062,catch,n
805,701,14627,catch,v
806,1466,6566,category,n
807,3712,1837,cater,v
808,3412,2072,cathedral,n
809,2964,2566,cattle,n
810,5065,1163,causal,a
811,1009,10006,cause,n
812,512,20091,cause,v
813,4622,1335,caution,n
814,5129,1137,cautious,a
815,4458,1413,cave,n
816,2806,2821,cease,v
817,2884,2715,ceiling,n
818,2440,3481,celebrate,v
819,3396,2087,celebration,n
820,773,13153,cell,n
821,5734,944,cellar,n
822,6089,849,cemetery,n
823,5368,1054,census,n
824,577,17947,central,a
825,400,25272,centre,n
826,4165,1554,centre,v
827,434,23259,century,n
828,5869,903,cereal,n
829,3334,2142,ceremony,n
830,458,22297,certain,a
831,560,18647,certainly,adv
832,4216,1532,certainty,n
833,2419,3533,certificate,n
834,1891,4890,chain,n
835,1034,9718,chair,n
836,5278,1084,chair,v
837,1062,9503,chairman,n
838,5781,929,chalk,n
839,1586,6021,challenge,n
840,2062,4351,challenge,v
841,2545,3245,chamber,n
842,4306,1487,champagne,n
843,2076,4318,champion,n
844,2050,4382,championship,n
845,622,16288,chance,n
846,3161,2332,chancellor,n
847,248,37884,change,n
848,351,28210,change,v
849,3827,1766,changing,a
850,1951,4676,channel,n
851,4023,1637,chaos,n
852,3556,1939,chap,n
853,3657,1874,chapel,n
854,605,16860,chapter,n
855,818,12511,character,n
856,4541,1376,characterise,v
857,4489,1401,characteristic,a
858,1745,5423,characteristic,n
859,4772,1270,characterize,v
860,616,16503,charge,n
861,1345,7206,charge,v
862,2180,4073,charity,n
863,4345,1470,charm,n
864,4513,1390,charming,a
865,2963,2567,chart,n
866,3031,2475,charter,n
867,6291,806,chase,n
868,3528,1962,chase,v
869,5722,947,chat,n
870,4694,1298,chat,v
871,1550,6196,cheap,a
872,2782,2866,check,n
873,1057,9566,check,v
874,2494,3368,cheek,n
875,4905,1224,cheer,v
876,5113,1144,cheerful,a
877,2783,2864,cheese,n
878,4501,1396,chemical,a
879,1802,5219,chemical,n
880,4924,1219,chemist,n
881,3687,1855,chemistry,n
882,2773,2879,cheque,n
883,2213,3996,chest,n
884,5837,913,chew,v
885,3072,2426,chicken,n
886,1502,6402,chief,a
887,2084,4307,chief,n
888,121,71008,child,n
889,2789,2853,childhood,n
890,5824,916,chimney,n
891,4027,1636,chin,n
892,2417,3535,chip,n
893,3093,2395,chocolate,n
894,746,13682,choice,n
895,5158,1130,choir,n
896,6028,862,choke,v
897,608,16731,choose,v
898,4957,1204,chop,v
899,5483,1015,chord,n
900,5361,1055,chorus,n
901,5080,1155,chosen,a
902,3925,1699,chronic,a
903,444,23008,church,n
904,2395,3579,cigarette,n
905,3461,2026,cinema,n
906,1869,4967,circle,n
907,2549,3236,circuit,n
908,5162,1128,circular,a
909,6134,840,circular,n
910,4689,1301,circulate,v
911,4225,1527,circulation,n
912,918,11009,circumstance,n
913,3224,2277,cite,v
914,1994,4532,citizen,n
915,6021,864,citizenship,n
916,477,21596,city,n
917,6195,824,civic,a
918,1166,8660,civil,a
919,5433,1031,civilian,a
920,5104,1147,civilian,n
921,6210,822,civilization,n
922,889,11412,claim,n
923,554,18828,claim,v
924,4532,1379,clarify,v
925,5335,1061,clarity,n
926,4056,1621,clash,n
927,412,24148,class,n
928,3225,2273,classic,a
929,3641,1885,classic,n
930,2563,3215,classical,a
931,3640,1885,classification,n
932,4169,1553,classify,v
933,2870,2735,classroom,n
934,2098,4272,clause,n
935,3929,1697,clay,n
936,1921,4801,clean,a
937,2109,4246,clean,v
938,5100,1148,cleaner,n
939,485,21260,clear,a
940,1213,8302,clear,v
941,5753,938,clearance,n
942,5793,925,clearing,n
943,668,15349,clearly,adv
944,4593,1355,clergy,n
945,5876,901,clerical,a
946,3301,2181,clerk,n
947,3022,2486,clever,a
948,922,10948,client,n
949,3606,1908,cliff,n
950,2665,3060,climate,n
951,5786,928,climb,n
952,1767,5351,climb,v
953,5938,883,climber,n
954,3853,1750,cling,v
955,3260,2228,clinic,n
956,2702,2998,clinical,a
957,2533,3279,clock,n
958,774,13106,close,a
959,1277,7678,close,adv
960,664,15439,close,v
961,4296,1492,closed,a
962,1714,5521,closely,adv
963,3239,2249,closure,n
964,3352,2130,cloth,n
965,1331,7308,clothes,n
966,3630,1892,clothing,n
967,2456,3448,cloud,n
968,511,20113,club,n
969,3519,1968,clue,n
970,4482,1404,cluster,n
971,4850,1240,clutch,v
972,5867,904,co-operate,v
973,2350,3648,co-operation,n
974,5690,956,co-operative,a
975,2434,3489,coach,n
976,4831,1246,coach,v
977,1774,5328,coal,n
978,3011,2503,coalition,n
979,2175,4081,coast,n
980,4536,1377,coastal,a
981,2118,4212,coat,n
982,1682,5662,code,n
983,4582,1358,code,v
984,1461,6614,coffee,n
985,4848,1241,coffin,n
986,5006,1185,cognitive,a
987,5249,1095,coherent,a
988,2975,2552,coin,n
989,4329,1474,coincide,v
990,5656,965,coincidence,n
991,1087,9227,cold,a
992,2493,3371,cold,n
993,4509,1391,collaboration,n
994,3377,2107,collapse,n
995,3008,2508,collapse,v
996,4071,1611,collar,n
997,1344,7209,colleague,n
998,1298,7525,collect,v
999,1046,9639,collection,n
1000,3431,2051,collective,a
1001,3977,1663,collector,n
1002,1206,8375,college,n
1003,6300,803,colon,n
1004,5860,907,colonel,n
1005,4321,1479,colonial,a
1006,3403,2078,colony,n
1007,667,15370,colour,n
1008,3901,1719,colour,v
1009,4147,1562,coloured,a
1010,5252,1094,colourful,a
1011,2024,4456,column,n
1012,5768,932,combat,v
1013,1749,5404,combination,n
1014,1638,5825,combine,v
1015,4105,1590,combined,a
1016,66,151871,come,v
1017,4168,1553,comedy,n
1018,2827,2792,comfort,n
1019,5052,1169,comfort,v
1020,2229,3957,comfortable,a
1021,5741,942,comfortably,adv
1022,4289,1495,coming,a
1023,2209,4004,command,n
1024,3571,1932,command,v
1025,3508,1977,commander,n
1026,4362,1462,commence,v
1027,1353,7172,comment,n
1028,1837,5065,comment,v
1029,5415,1036,commentary,n
1030,4714,1290,commentator,n
1031,4066,1615,commerce,n
1032,1269,7749,commercial,a
1033,943,10712,commission,n
1034,3426,2053,commission,v
1035,4746,1281,commissioner,n
1036,1426,6783,commit,v
1037,1386,6970,commitment,n
1038,479,21575,committee,n
1039,4325,1475,commodity,n
1040,527,19565,common,a
1041,2973,2554,commonly,adv
1042,3805,1776,commons,n
1043,4103,1591,commonwealth,n
1044,2933,2634,communicate,v
1045,1053,9590,communication,n
1046,5684,958,communism,n
1047,4098,1594,communist,a
1048,2268,3852,communist,n
1049,380,26289,community,n
1050,5639,970,compact,n
